review,sentiment
was surprised that forgiving the franklins did not generate more buzz at this years sundance film festival there were times that the laughter at the screening saw was so loud that you could barely hear the movie the movie has some excellent acting and story that really makes one examine broader issues you know little issues like religion sex and the truth lots of comedys seem to rely on the same old corny contrived situations many leave you thinking know they ripped this off from some sitcom this film takes off on its own unique direction really think that jay floyd did fantastic job with tight budget on this film,positive
they must issue this plot outline to all wannabe filmmakers arriving at the hollywood bus station they then fill in the blanks and set their story in whatever hick town or urban ghetto from which they just arrived you know exactly what this movie is about from the opening shot four young boys playing in grainy slow motion accompanied by voice over narration next stop after the bus station must be to buy stock footage of four young boys playing in grainy slow motion once theyre grown its easy to spot the writerdirector among the four hes the quiet contemplative longhaired one who is never seen without his composition book tucked in his pants this means that his superb writing talent will be his ticket from hickville to hollywood only theres no writing or directing talent on display here and if you still cant figure out which one he is heres hint the auteur and his character have the same middle name it took over an hour to figure out that these twentysomething men were supposed to still be in high school what looked like prison was apparently high school the warden turned out to be the principal once more the poor misunderstood rebel can pound everyone in the movie into the pavement murder and pillage but is powerless to stand up to his alcoholic father how about hitting back kid like you do everyone else numerous fist fight scenes for no apparent purpose howlingly bad dialogue many scenes badly out of focus cartoon characters keep popping up as bit players and extras drawing unintentional laughs from the premiere audience overacting in the extreme and if you dont quite get the selfimportant speeches or the slowmotion scenes just listen to the overbearing music it will clue you in and what youre supposed to feel poor marisa ryan must be racking up lots of frequent flier mileage as she travels around the country working in these amateur regional films the biggest sin is that the audience is supposed to feel sympathy for kids who gun down old ladies run over puppies chained to tree rob and steal all the while complaining about their sad sorry lives but if only we could get out of this hick town and go to college yeah thats the ticket why is it that every twentysomething filmmaker believes that his life so far is so important so interesting that the world cant wait to see it onscreen if this movie is as autobiographical as it seems then the auteur better be looking over his shoulder for policemen bearing fugitive warrants,negative
watched this movie so that you dont have to have great respect for kris kristofferson but what was he thinking he did this for scale at least the films title practices truth in advertising since people and objects routinely disappear throughout the film adding to the confusion kristofferson mentions this in his commentary that even he wasnt sure if genevieve bujolds character really existed this does not bode well for the viewer being able to follow the storythe making of feature was far more interesting than the movie itself it explores the difficulty cobbling together funding for an indie even as the film is being shotto its credit this movie is visually pleasing and doesnt in any way look like movie made with just slightly over 1m too bad the money wasnt spent on better project,negative
just saw this movie on opening night read some other user comments which convinced me to go see it must say was not impressed im so unimpressed that feel the need to write this comment to spare some of you people some moneyfirst of all the messengers is very predictable and just not much of thriller it might be scary for someone under but it really did nothing for me the climax was laughable and most of the audience left before the movies resolutionfurthermore the acting seemed little superficial some of the emotional arguments between the family were less convincing than the subpar suspense scenesif youve seen previews for this movie then youve seen most of the best parts and have strong understanding of the plot this movie is not worth seeing in the theaters,negative
went to see this movie actually went to see family portraits which contains cutting moments other short films by douglas buck at the mar del plata festival argentina just couldnt watch it had to cover my eyes after the 1st half of cutting moments and take peek every once in while by the time it was over my stomach was upside down and felt light headed just had to leave the cinema few minutes after the 2nd short begun btw of course was not the only one who left the room it was waaaay too violent and disgusting for me am impressed by the many brave people who actually loved it just dont get how you can love that kind of movies the shocking and bloody and horrible images saw got really stuck in my head for like two days also try to analyze the story my boyfriend did see the whole thing and told me about it and just dont think it makes any sense mean that amount of violence and stuff makes no other sense than to try to shock people and thats not good enough reason think theres absolutely nothing in this movie that can say well at least thing about it was good but well guess will never understand that kind of films,negative
wellmade runofthemill movie with tragic ending pluses the way the story moves begins with soorya struggling to live followed by long flashback about why hes there the music disinterested look at the life of policemen minuses the violence and the gore but guess they add to the realistic effects still having peoples heads chopped off and sent in boxes and sacks could have been avoidedno complaints,positive
dont understand the positive comments made about this film it is cheap and nasty on all levels and cannot understand how it ever got madecartoon characters abound sues foulmouthed alcoholic layabout irish father being prime example none of the characters are remotely sympathetic except briefly for sues asian boyfriend but even he then turns out to be capable of domestic violence as desperately unattractive as they both are ive no idea why either rita andor sue would throw themselves at consummate creep like bob but given that they do why should be expected to care what happens to them so many reviews keep carping on about how realistic it is if that is true it is sad reflection on society but no reason to put it on filmi didnt like the film at all,negative
steven what have you done you have hit an all new low it is weird since stevens last film shadow man was directed by the same director who did this trash shadow man was good this was diabolically bad so bad it wasnt even funny steven is hardly in the movie and feels like he is in cameo appearance and when he is in the film he is dubbed half the time anyway as for the action well lets just say the wizard of oz had more action than this trash there is hardly any action in the film and when it does finally arrive it is boring depressing badly shot so called action scenes seagal hardly kills anyone unlike his over films where he goes one man army ie under siege and and exit wounds the plot is so confusing with so many plot holes that it doesnt make scenes sometimes flight of fury better be good what shame wasted pounds on this garbage out of ten better luck next time,negative
callgirl witnesses murder and becomes the killers next target director brian de palma is really on pretentious roll here his camera swoops around corners in museum after lingering long time over painting of an ape divvies up into split screen for arty purposes practically gives away his plot with sequence again in split screen where two characters are both watching tv program about transsexuals and stages his first finale during thunderous rainstorm dressed to kill is exhausting primarily because it asks us to swallow so much and gives back nothing substantial much of the acting with the exception of young keith gordon is mediocre and the second finale is ripoff of de palmas own carrienot to mention psycho the explanation of the dirty deeds plays like spoof of hitchcock not an homage stylish in steely cold way the end results are distinctly halfbaked from,negative
flat spoilers five med students nelson kiefer sutherland david labraccio kevin bacon rachel mannus julia roberts joe hurley william baldwin randy steckle oliver platt decide to attempt an experiment dying for exactly minutes it is the maximum amount of time somebody can do this before being risk of brain damagealmost everyone does this experiment randy being the lone exception but they begin to have unwelcome visitors david sees little black girl shouting crude insults to him joe sees all the women he has had sex with and which he videotaped asking him why from the tv screen rachel relives her fathers suicide and nelson faces little boy with murderous intentionswhy are they here and how will they get rid of them this tense and interesting movie set in an hallucinated city and into gothic med school is quite the experience both for the story and the characters played by thenbudding stars such as kiefer sutherland julia roberts oliver platt kevin bacon and william baldwinthe director is joel schumacher who had already worked with sutherland in lost boys and this second cooperation is even better than the firsta must for psychologicalthrillerhorror buds and metaphor lovers this story is about forgiveness and righting of past wrongs this is one of the minor classics from the 80s that get respect even today like the mention by rebecca gayheart in scream or the tru calling episode which used the movies premiseflatliners,positive
one of my favorite shows back in the 70s as recall it went to air on friday or possibly saturdaynight on the nine network here in australia darren mcgavin and simon oakland were great togethereach episode usually reached climax with kolchack having to engage in hand to hand combat with some sort of supernatural opponent to their credit the writers made concerted effort to get away from the usual round of vampires and ghosts as much as possiblei remember one episode in which the adversary was the spirit of an ancient indian chief whichwho came back as massive electrical current which started to kill people in city hospital the final showdown saw kolchack trying to short circuit the power beast amidst an explosion of sparks and billowing flames oh well you had to be there at the time but it was an interesting ideamcgavin always packed lot of energy and enthusiasm into his roles and this was one of his bestdefinitely deserves place in tvs hall of fame to quote tony vincenzo kolchack you are on it or in the case of the hall of famein it,positive
think my summary says it all this mtvish answer to the classic candid camera tv show features gen or is that gen type putting in false choppers and wearing various hats and wigs and glasses and setting people up in fairly outlandish although often not very interesting situations example kennedy has guy invite his parents to his wedding kennedy is the bride done up in full bridal gown and long wig the joke is that the parents immediately understand their son is marrying man who claims to no longer have his bits and pieces problem is this schtick goes on way too long obviously to fill out time and kennedy is about as funny as dead cod lying in the sun candid camera would have run three or four scenarios in the time it took kennedy to get through this one running around constantly asking do look fat recognize the show was not made for me it was made for 12yearold pinheads who think jackass is the height of comedy today so let them laugh thank god the show was shortlived,negative
frownland is like one of those intensely embarrassing situations where you end up laughing out loud at exactly the wrong time and just at the moment you realize you shouldnt be laughing youve already reached the pinnacle of voice resoundness and as you look around you at the ghostly white faces with their gaping wideopen mouths and glazen eyes you feel piercing ache beginning in the pit of your stomach and suddenly rushing up your throat and well you get the pointbut for all its unpleasantness and punches in the face frownland really is remarkable piece of work that after viewing the inarticulate mess of main character and all his pathetic troubles and mishaps makes you want to scratch your own eyes out and at the same time you feel sickenly sorry for himit would have been lot easier for me to simply walk out of ronald bronsteins film but for some insane reason felt an unwavering determination to stay the course and experience all the grainy irritation the film has to offer if someone sets you on fire you typically want to put it out stop drop and roll but with this film you want to watch the flame slowly engulf your entire body you endure the painperhaps out of spite or some unknown masochistic curiosity cant even begin to attempt to explainunfortunately mainstream cinema will never let this film come to theater near you but if you get chance to catch it prepare yourself bring doggie bag,positive
saw this movie while surfing through infomercials and latenight 80s sitcoms on tv one night at in the morning must say didnt expect much and didnt get much although rose mcgowan is hot her performance and the performance of the rest of the cast was not oscarworthy to say the least this movie has its ups and downs and does have nice couple of twists at the end but in all honesty it was awful not even typical slasher movie no gore no sex no nudity no real violence just bad acting id give it out of,negative
first saw this film when was about years old on tv in the uk where it was called laupta the flying island absolutely loved it and was heartbroken when it was repeated while later and missed it was enchanted by the story and characters but most of all by the haunting and beautiful music it would have been the original english dubbed version which saw sometimes erroneously referred to as the streamline dub the dub was actually by ghibli themselves and only distributed by streamline which is sadly unavailable except as part of ridiculously expensive laser disc boxsetunfortunately feel that the release has been partly spoiled by disney the voice acting is ok but the dialogue doesnt have the same raw energy that the streamline dub or the original japanese had and think james van der beek sounds too old to play the lead they have made some pointless alterations such as changing the main characters name from pazu to patzu and added some dialogue but worst of all feel that they have ruined many scenes with intrusive music the opening scene of the airships for example was originally silent but has been spoiled thanks to disneys moronic requirement that there be music playing whenever anyone is not speaking which find annoying in many disney filmsthis film still blows away most recent animated films and cannot recommend it highly enough the plot is simple yet captivating and the film shows flair which is sadly missing from most modern massmarket homogenized animation,positive
this film cant make up its mind whether its message is humans are evil and bad and animals are sweet and blameless or dont ever go in the water again fisherman nolan is out to nab killer whale very bad thing but when he accidentally accidentally mark you hits pregnant cow instead of her mate the cow and use the word in all senses who is obviously sick psychobitch and the canonical villain of the piece throws herself against the propellers trying to chew herself to bits in the most distressing and hideous not to mention ineffectual method of killing herself doubt it was her first when her unborn fetus aborts from her hideous selfinflicted wounds her mate goes mental with revenge and swears to hurt kill and mutilate every human who even so much as talks to nolan obviously as among humans total psychos date other total psychosthe film reeks of halfthought out antihuman message the poor poor whale the evil men must suffer and die and yet it does not succeed in demonizing nolan at all its true that when he set out his motives were selfish and cruel but at the first squeal of the first whale he grows heart and as the film progresses he grows more and more compassionate to the whales pain until it seems he will walk out on the ice and give himself to the whale just to make it feel little betterthe films final journey in which nolan follows the whale on bizarre journey to the north reminds me of melvilles eerie manwhale connection and for moment hinted at truly interesting conclusion where these two husbands might connect understand even respect each other in their own grief for nolan lost his wife and unborn child also to an accident its clear nolan respects the whale and feels for its loss however it never goes there the whalecharacter has no compassion or respect for anyonethe final scene loses this focus and becomes jawslike where the seamonster finally kills everybody and nolan and nodoubt through an oversight fails to chomp up the whalehugger tho he made good snap for her head little earlier love animals and detest whaling and what is more love orca whales but if this films goal was to make me feel that the whale was the victim and that people are evil and detestable it completely failed nolan shows compassion and growth and feels for others and all the whale thinks about is killing and maimingthe only message one can walk away with is if you see an orca whale ever anywhere run the other way cause if you step on his fin the wrong way he will hunt you to the ends of the earth destroying everything around you,negative
why why did pick this one up well needed nobrainer in the summer heat and the cover looked coolof course shouldve known better this is really really bad movie and it gets embarasing when the makers know its bad and try cover it up by adding some sexybeautiful women and some sexscenes to it well folks it doesnt cut it does itif you would like cool movie about big reptile that is actually very very good wellplayed and funny go rent lake placid that is an order,negative
only very small child could overlook the absurdities in this bomb the first difficulty faced by the submarine seaview is what appear to be chunks ofrock falling down through the water and crashing into its hull but its not rock theyre under the north poleit is ice everybody except possibly hitherto mentioned small children and even some of them know that ice floatsthen disaster strikesthat darn van allen radiation belt around the earth catches fire no one knows how this happened we are told which is understandable because it is utterly impossible for radiation to catch fire and even if it could there is no air in space for it to burnthere is literally no good reason to overlook science concepts basic to 2nd grade school textbooks when making film however irwin allen manages to do it again and again perhaps we are meant to focus on the people instead which is pretty easy as they are cardboardthe cast tries very hard not to look embarrassed in this ridiculous subkiddie romp much like later episodes of his lost in space tv series the concept of which was swiped outright from writer ib melchior and then rushed into productionthe sub looks pretty good though which is why this one gets,negative
our teacher showed us this movie in first grade havent seen it since just watched the trailer though does this look like first grade movie to you dont think so was so horrified by this movie could barely watch it it was mainly the scene with shirley mcclain cutting that little girl in half and then there was the boy with ketchup was freaked out by this film now today being probably would not feel that way just wanted to share my experience and opinion that maybe small children shouldnt see this movie even though its pg be aware of the possible outcomes of showing this to kids dont even remember what it was about once was enough,negative
plot that fizzled and reeked of irreconcilable differences in opinions constituted judgmental havoc with one side prolife and the other destroyer of demons seed the horror was left out and replaced with an overall dull effect quite possibly meant to be horrific but instead demonstrated an ill dose of beliefs which ridiculed each other to death despite the title itself being fan of masters of horror since the beginning this ridiculous plot twist with its sordid depictions crashed apart like spindly old rocking chair after being sat upon view this episode as being thrown together from the get go never really taking off anywhere other than to see it through for what its worth and relieved when it finally came to the end,negative
scott menville is not casey kasem that is the first most important and most disturbing thing about this attempt at reimagining scoobydoo and companyshaggys voice is squeaky and does not sound anything like he has ever sounded in any of the previous incarnations of the scooby shows theyve also changed the outfit and the classic mode of walking from the originalim not sure what theyre on about yet with the villain angle but it surely isnt following the formula used in any of the previous scooby showsand the animation style is very bizarre and distorted like it but its not real scoobydoo type animation but the weird animation used for other wb shows grew on me this might tooits worth glance at once if you can handle the lack of proper shaggy voice that right there is enough to jar one out of enjoying the show properly besides am trying not to be an inflexible nitpicking fan evolve or die as the saying goes well see how it looks after two more episodes by then ill have formed much more solid opinion,negative
often wonder how movies like this even get made and the most shocking part is that people actually pay to watch themwith aksar it appears as though the director made up the story as he went along adding twists and turns when he liked no matter how ludicrous they were the script was non existent with inane dialogs such as jo sheena roy pehenti hai wahee fashion hota hai and yeh versace hai madam yeah rightevery one of the characters was shallow and underdeveloped acting was awful constumes lycra for udita and awful suits for stocky emran locales the numerous houses that were used for interiors did not even vaguely resemble victorian mansion screenplay etc etc just one word rubbishfor those people who love hashmi and his movies watch it as for me ill never get those two and half hours back the only redeeming factor was some of the music which was decent,negative
this movie is an amazing comedy the script is too funny if watch it more than once you will enjoy it more though the comedy at times is silly but it really makes laugh salman khan and aamir khan have given justice to their roles after have not come across any hindi movie which was as funny as this,positive
even this early in his career capra was quite accomplished with his camerawork and his timing this is thin story and quite predictable at times but he gets very good performances out of his cast and has some rather intricate camera moves that involve the viewer intimately the first part looks like cinderella story though anyone with brains can see that the bottom will fall out of that the rich prince will lose his fortunenonetheless because of his good cast and fast pace its easy to get caught up in the clichés then the movie does become more original as the married couple have to find way to make living the ending is very predictable but satisfying also want to compliment the titlewriting very witty and fun,positive
uwe boll slips back in his filmmaking skills once again to offer up scifi horror tale of mercenaries and reporters taking on super soldiers on remote island an okay cast headed by the excellent udo keir is cast adrift by boll who makes the worst of script that should have worked the mad scientist being investigated by reporter has been done to death but this script is amusing enough that the plot should have worked additionally the effects and super soldier design with their dead lifeless eyes have some degree of creepiness however boll somehow manages to film everything in an off handed way its as if he couldnt be bothered to actually figure out what would work and instead rattled off stock camera placements and walked away additionally the assembly of scenes has no spark or life im guessing that boll only shot one or two takes and just used what he had it really stinks clearly boll is in one of his periodic retrograde films where anything hes ever learned about film gets flushed the last film he made that was this bad was seed serial killer movie that is one of the worst films ive ever seen this isnt that bad but it is close simply because it should have been better then again udo keir is good enough that he does make watching his scenes worth the effort and make this an almost so bad its good film id take pass unless its late at night and youre catching it on cable,negative
this video is so hilariously funny it makes everything elseby eddie murphy seem very disappointing even beverly hills cop and the nutty professor which just goes to show you how good this really is to be honest dont think that ive everlaughed at something as much as this including naked gun and the rarely seen bargearse this show is amazing although it must be said that it is certainly filled with the word beginning with that is four letters long plus its extended version beginning with but it didnt bother me see it the funniest thing ive ever seen and probably the funniest you ever have too,positive
this film is dreadful it has absolutely zero laughs hebrew hammer adam goldberg sets out to save hannukah from evil santa andy dick perhaps promising enough basis for plot in actual fact the film does not progress beyond this premise while there are some far and few nice touches and the plot is relatively coherent it is laboured hackneyed and ultimately mindlessly boring this despite the fact that goldberg dick and greer hammers clientlove interest all have quite considerable screen presence despite being played for what might be described as whacky overthetop gags this film is consistently middleclass middleoftheroad muck do not waste minutes of your life on this note the music was good,negative
its amazing that such clicheridden yuppie angst film actually got made in the first place the characters are so weak and the acting so uninspired that its impossible to care about any of them especially brooke shields the temptation to fast forward through the slow parts is almost irresistible if you like this genre youd be better off renting singles or bodies rest motion,negative
never watched the next action hero show and until reading the other comments here did not know that this movie was the prize from that competition was just flipping channels and came across this and found myself watching dare eagerly all the way to the endyes the plots been done the most dangerous game etc but was hoping for and almost received the gotcha how the protagonist was going to beat the hunter in the end think the hightech was overdone gpss and gave me coldsweat flashbacks of night rider but it nevertheless was not too overdonethe basic problem had with this movie was the degree of sod suspension of disbelief that was required of the viewer do we really think that someone flying in helicopter could lob countless incendiary grenades at public bridge and no cops show up to investigate could limousine do countless donuts in las vegas intersection and no cops show up pleeease way too much of that type of thing fun to watch but keep it at least plausible thank you very muchthe final solution was good but the ending was disappointing with the after taste of bad star trek episode at least now understand why the acting was so cheesy except for zane who doesnt get near as much work as he deserves imho they were winners from reality showknock me out,positive
am big fan of old horror movies and since am middle aged old to me is movie made before with most being made in the 1920s to 1960s period am not big fan of more modern horror movies with one exception being creepshow which thought was great could reminisce about the stories there but really really enjoyed the monster in the box story with hal holbrook and also the one about the really clean guy was great ending all the stories were great though so why did like them so much the characters had some decent development the lines were very plain about who was good and who was bad the horror bits were heightened with close up of face aghast with fear and the funny bits were really funny this sequel is either greatly lacking of these elements or they are totally absent am writing this only having watched it partially because the movie was complete waste of time and turned it off to do other things like write movie reviews on imdbcom lol when george kennedy and an old dorothy lamoure get top billing its telling you something4 of also romeros expertise is hard to find here they must had told him to tone it down to pg standard dont know what this was rated at but it looks pg to me and thats not good thing for movie with nothing else going on its shown on the encore cable channel if your dieing yuck yuck to see it,negative
just wanted to say that love gheorghe muresan so automatically loved this movie everything else about it was soso billy crystal is good actor even if he is annoying but the thing that made this movie was at least for basketball fan seeing gheorghe muresan act,positive
thought that this movie was incredible absolutely loved it even though my brothers didnt that much the special effects were outstanding and this movie is about my favorite sport golf the only thing that was disappointing about this amazing movie is that it is hard to watch two times or more in row this movie just absolutely tops everything else have ever seen it was everything would expect out of movie just loved it also it was pretty kidfriendly this movie helped me realize that when you put your mind to it anything is possible would give it pure it was better than the legend of baggar vants and the two pirates of the caribbean movies combined absolutely amazing loved it,positive
this is funny film and like it lot cary elwes plays robin hood to tee this is of course the usual good vs evil with robin against the evil sheriff of nottingham the humor is sort of in your face stuff for the most part but still works well comedy for night when you dont want to have to think much its well worth rent,positive
some here have commented that this is the worst elvis movie ever made well they are only partly right for me this is the worst movie ever made period have never seen anything so basely crude and insulting and vile and against human nature as this film true embarrassment to the motion picture industry this isnt even so bad its good there is no campy trashy fun to be had here like in some of elvis other bad movies like clambake this one is so rotten to sit through its painful pure garbage native americans should sue for their poor clichéd and stereotypical treatment here actually perhaps all human beings should sue for the crime and disservice this movie does to the species as whole stars seriously grade,negative
first of all yes im white so try to tread lightly in the ever delicate subject of race anyway white people hating black people bad but black people hating white people ok because apparently we deserved it where do start wish had something good to say about this movie aside unintended comedy scenes the infamous scene were ice cube and co get in fight with some really big really strong really really angry and scary looking neonazis and win the neonazi where twice the size and the chase the chase is priceless this is not movie about race tolerance and understanding it doesnt deliver this is racist movie that reaffirm all the cliché stereotypes the white wimpy guy who gets manhandled by his black roommate automatically transform in skinheadcmon simply awful do regret ever seeing itsave your time and the dreadful experience of poorly written poorly acted dull and clearly biased picture if you are into the subject go and rent american history now thats movie,negative
donald pleasance and peter cushing united in one horror film that always sounds like terrific plan two of the most versatile cult actors of their generation who previously already starred together in terrific genre outings like the flesh and the fiends and from beyond the grave pairing up in mid70s satanic themed exploitation flick how can this possibly go wrong well unfortunately it can to my deepest regret land of the minotaur can hardly even be called mediocre and that in spite of the cast the exotic setting the appealing title and the potentially great sounding premise in remote little area in greece more particularly near an archaeological site multiple tourists vanish because baron peter cushing and his docile followers keep feeding them to firebreathing minotaur statue cushing who never looked more bored and uninterested in any role he played before owns giant medieval castle and apparently in greek this means you also own the complementary archaeological ruins and an underground network of caverns that is of course quite handy if your hobby is the kidnapping of random campers and amateur archaeologists when three of his young friends also mysteriously disappear in the same area father roch the priest of couple of towns before decides to investigate land of the minotaur is boring and extremely slowpaced horror effort that never really undertakes any major attempts to generate satanic atmosphere and doesnt bother to elaborate on all the potentially fascinating elements and pagan trivia details the titular minotaur for example is an intriguing creature of greek mythology with the head of bull and the body of person but for some inexplicable reason the script never deepens out the significance instead the film focuses on tedious and overly talkative sequences and loud inappropriate music altered with experimental noises the only reason to even consider giving this major disappointment of film chance is because of donald pleasance his portrayal of rude bossy and oldfashioned priest who criticizes everything that represents modern youth is powerful and reliable as always,negative
the three shorts included on this compilation issued in are timeless chaplin classics nothing wrong with them and nothing to criticize either chaplins score for these films and the framework added as bridging sections between the shorts are also well done the problem with this compilation is minor one yet annoying the shorts have been stretchprinted to fit the frame ps speed of contemporary films whereas the shorts themselves where shot at frames ps this results is jerky motion that doesnt look very attractive and yet this was an excusable solution given the limitations of optical printing technology at the time its just not excusable that the current dvd version is unrestored the films look dirty as they did in and are still stretch printed there are separate restored versions of these classics available even on dvd and it would not be problem to restore the image but alas this has not been donea minor quibble has taken up lot of space in my article but say again minor quibble it should not detract all that much from the experience although it detracted one point from my rating the shorts are still worth,positive
1979s tourist trap is clever unique thriller that stands out as one of the best of its kindtravellers stop at lonely wax museum where the owners mannequins are little too lifelike for comfortwhile the film has hints of the texas chainsaw massacre tourist trap is mainly creepy psychological thriller worthy of the twilight zone director david schmoeller gives this movie an atmosphere of darkness and mystery that reaches nightmarish proportions also schmoelloer adds the occasional touch of comic relief to the bizarre happeningsventeran actor chuck connors is the best of the films decent cast pino donaggios music score is excellent having both lyrical and solemn themes that are perfect to the movie number of the films sequences are quite memorablefor horror and thriller fans alike tourist trap is an unforgettable mustsee film out of,positive
years ago saw the godfather and it made lasting impression on me the atmosphere of the movie was first class the acting memorable and the storyline classic recently bought the trilogy and after watching part again looked eagerly to viewing part was so pleased to realize early on into part that here was fitting follow on to the great godfather movie again everything was just about perfect and could not wait to see godfather iii wrong wish id stopped at ii the storyline was not good it seemed to me like story made up just to have story the characters were weak especially the daughter pacinos protege was weak character that would have been eaten alive in godfather or then scenes such as corleone being invested with all the trappings of the catholic church with full choir the assassin on horseback riding away into the sunset the unseen helicopter machine gunning of the meeting where the goodies get away and everyone else is shotdaughter and 1st cousin rolling bits of pasta across board the pathetic shooting on the steps corleone stuffing sweets down him with orange juice for diabetes man of his intelligence and guile isnt ready for an emergency no it was not good and with the best will in the world wont be able to watch it again but ill watch many times down the years,negative
this little twoperson movie is actually much bigger than it looks it has so many layers ive watched it over and over and always pick up on something new am amazed at the depth of the acting and feel if this movie had gotten wider release that there would be no question that alan rickman is major star,positive
uk newspaper reviews seem to have concentrated on the fact that the reviewers tend to know toby young the journalist on whose reallife experiences this movie is based the key word here is based how to lose friends is fictitious romcomsidney young joins prestigious gossip magazine in new york where he proceeds to make gaffe after gaffe before finally getting it right and making it this involves him selling out and the movie has some serious points to make about journalistic integrity however they are not overdone the main substance remains comedy which centres around sidneys misadventures the script has its cake and eats it in that sidney is stupid wellmeaning buffoon at the same time as being smart moderately obnoxious skilled writer this contradiction is never that much of an issue because simon pegg as sidney projects likability too welljeff bridges underplays sidneys editor little too effectively and kirsten dunst is rather anonymous as the conflicted eventual object of sidneys affections and with regard to megan fox who plays an airhead bimbo starlet can say only this just say the word miss fox and will leave my wife sell all my belongings and buy myself plane ticket in order to take my place at your side as your consort of course given that im fat 56yearold english accountant you might not find my offer too enticing but its there on the table anyway given how short her career has been so far one might think it is little too soon for megan fox to take on role which mercilessly lampoons the sort of actress she might be thought to become however she does it sweetly with some skill and extremely sexily this girl will go farthere is stalwart support from variety of seasoned performers miriam margolyes and bill paterson from the uk gillian anderson and danny huston from the usthere are several laughoutloud moments and smiled most of the way through as ever the fword makes appearances when it really doesnt need to although at least couple of these are very funny,positive
alien hunter out of is it me or does every movie that starts in roswell new mexico suck take alien mixed with the thing mixed with contact mixed with of all things on the beach the andromeda strain the classroom scene from raiders of the lost ark and throw in little stargate to boot derivative doesnt even begin to describe this movie of course with nothing original plot wise they amp up the gore and sex right nope gore is blink and you miss it affair and sex is all tease james spader causally mentions he needs shower and the delectable leslie stefanson asks to join him he turns her down aggh in fact if movie ever needed shower scene to liven things up this is it mean if your going to have impossibly goodlooking women in white bathing suits wandering around an antarctica research base why not go for brokewith about seconds of actual thrill in the entire movie alien hunter is remarkable serious and slow going for scifi adventure needed much better plot twist to liven it up and by the way the alien itself is horribly clichéd artifice and has virtually no screen time for someone who shares half the title also inquired during viewing what is with the children of the corn in space motif note that since jason of friday the 13th fame pinhead from hellraiser and that leprechaun have all traveled to space to slay nubile teenagers why not the cornfield the characters in the cornfield dress like logans run extras and was just waiting for the stalks to come alive and attack themthat however would have been exciting and apparently against this movies covenant the acting is mostly fine as spader reprises his stargate role while stefanson and janine eser model the latest in antarctic beachwear john lynch however read the whole script and acts the like the insane bad guy well before the story would indicate italien hunter is disappointing derivative slog that makes me pine for proper children of the corn in space movie,negative
have hard time putting into words just how wonderful this was once in while you see film that just sticks with you you are alone is that movie for me the film is constantly in my head and in my heart replay the scenes mentally every day and analyze them and go through the emotions all over again as if am seeing it for the first timethere is nothing did not like about the movie amazing soundtrack the ending was perfect very emotionally stirring it was compelling and rivetingi adored jessica bohl and her performance was the greatest have ever witnessed admired brittanys strength what strong womanthe tag line is when your darkest moments come to life we never know what we are capable of doing everyone says oh would never do that when really we have no idea what we would do in situation we are very capable of anything and this movies delves straight into that subject the honesty of the movie may be my absolute favorite partthank you gorman becherd for perfect piece of art,positive
love this young people trapped in house of horrors movie not just because im huge linnea quigleyjill terashita fan but because it is lot of fun and actually scary at timesthe special effects are awesome especially linneas scene with the lipstick and towards the end when almost everyone is dead and possessedplenty of nudity provided by linnea and jill plenty of humor cool soundtrack high body count etcby the way if you have never seen this one try and buywatch the unrated version which has more gore and some scenes the rated version is missing,positive
saw the film and got screwed because the film was foolish and boring thought ram gopal varma will justify his work but unfortunately he failed and the whole film got spoiled and they spoiled sholay the cast and crew was bad the whole theater slept while watching the movie some people ran away in the middle amithab bachans acting is poor thought this movie will be greatest hit of the year but this film will be the greatest flop of the yearsure nobody did justice to their work including ajay devagan this film dont deserve any audiences bet that this film will flop finally this movie sucks,negative
lorna greenjanine reynaudis performance artist for wealthy intellectuals at local club she falls prey to her fantasies as the promise of romantic interludes turn into murder as she kills those who believe that sex is on the horizon its quite possible that through form of hypnotic suggestion someonea possible task master pulling her strings like puppetis guiding lorna into killing those she comes across in secluded places just when it appears that lovemaking is about to begin after the murders within her fantasies are committed lorna awakens bewildered often clueless as to if what she was privy to within her dreams ever took place in realityif someone asked me how to describe this particular work from franco id say its elegant difficult by now youve probably read other user comments befuddled by what this film is about since large portion of it takes place within the surreal atmosphere of dream franco mentioned in an interview that he was heavily influenced by godard early in his career as far as filmmaking style and so deciding to abandon clear narrative structure in favor of trying to create whole different type of viewing experience and as you read from the reaction of the user comments heresome like this decision others find the style labouring dull and bewildering ill be the first to admit that the film is over my head but even franco himself when quizzed by critics who watched succubus admitted that he didnt even understand the film and he directed it some might say that succubus was merely precursor to his more admired work venus in furs considered his masterwork by francofaithful because it also adopts the surreal dreamlike structure where the protagonist doesnt truly know whether heshe is experiencing something real or imagined in sense like the protagonist we are experiencing the same type of confusioncertainly succubus is unconventional filmmaking where we arent given the keys to what is exactly going on and great deal of the elusive dialogue doesnt help matters succubus is also populated by beatnik types and poetspeak cormans film bucket of blood poked fun at my personal favorite scene teases at possible lesbian interlude between lorna and woman she meets at posh partyquite bizarre fantasy sequence where mannequins are used rather unusually great locations and jazz scorei liked this film myself although can understand why it does receive negative reaction loved that one scene at the posh party with lorna wee bit drunk writhing on the floor in gorgeous evening gown as others attending the shindigequally wastedrush her in an embrace of kisses,positive
